feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,feedback_length,satisfaction_category,cleaning_status
fdbk101611,cust100317,2024-08-14,Minute leg our someone material adult tough early between Congress.,1,Other,True,67,Low,Cleaned and Validated
fdbk101612,cust101171,2024-08-15,Natural member reflect reveal world necessary.,5,Transaction,True,46,High,Cleaned and Validated
fdbk101613,cust109714,2023-03-24,Write material animal bad decide heart.,2,Transaction,False,39,Low,Cleaned and Validated
fdbk101614,cust105082,2024-11-25,Land wide campaign among shoulder.,5,Transaction,True,34,High,Cleaned and Validated
fdbk101615,cust105498,2025-02-11,Ready wind glass lawyer buy employee task development.,5,Transaction,True,54,High,Cleaned and Validated
fdbk101616,cust106236,2021-05-22,Get man population next skill participant him buy blood concern.,4,Transaction,True,64,High,Cleaned and Validated
fdbk101617,cust104358,2023-10-10,Interesting simply sometimes trade list when your whom.,5,Other,True,55,High,Cleaned and Validated
fdbk101618,cust108797,2024-10-26,Bit own not chance bring cause away many ahead.,5,Other,True,47,High,Cleaned and Validated
fdbk101619,cust104795,2024-12-03,Current sound magazine reduce can art put own TV.,4,Transaction,True,49,High,Cleaned and Validated
fdbk101620,cust101448,2022-11-25,See media although service tough shake just.,5,App_Usability,True,44,High,Cleaned and Validated
fdbk101621,cust109958,2024-10-22,Many course science listen industry.,4,Transaction,True,36,High,Cleaned and Validated
fdbk101622,cust103331,2022-11-03,Everything local window sit song pretty believe.,2,Transaction,False,48,Low,Cleaned and Validated
fdbk101623,cust108255,2024-01-08,Mind television focus director far exist audience star dog.,4,Transaction,True,59,High,Cleaned and Validated
fdbk101624,cust103614,2022-05-23,Type audience near receive letter democratic.,5,Transaction,True,45,High,Cleaned and Validated
fdbk101625,cust108568,2024-04-11,Seek candidate experience move likely scene employee water direction.,4,Transaction,True,69,High,Cleaned and Validated
fdbk101626,cust100781,2024-01-17,Color physical deal offer every space.,4,App_Usability,True,38,High,Cleaned and Validated
fdbk101627,cust101600,2022-03-04,Resource man bad attack according own simply.,3,Other,True,45,Medium,Cleaned and Validated
fdbk101628,cust105913,2025-05-21,Add meet notice possible.,3,Fraud,True,25,Medium,Cleaned and Validated
fdbk101629,cust108513,2025-04-11,Practice strong firm she despite later past.,3,Transaction,True,44,Medium,Cleaned and Validated
fdbk101630,cust105433,2020-10-20,Tell between market wife truth ahead.,2,Transaction,True,37,Low,Cleaned and Validated
fdbk101631,cust107499,2025-04-27,Clear you focus raise stop.,3,Transaction,True,27,Medium,Cleaned and Validated
fdbk101632,cust100879,2023-08-23,Picture three tax also trouble yourself rise.,5,Transaction,True,45,High,Cleaned and Validated
fdbk101633,cust104303,2024-12-01,How perhaps find tell themselves do scientist.,4,Fraud,True,46,High,Cleaned and Validated
fdbk101634,cust101382,2025-04-08,Yet small result late never still role black could at.,5,Transaction,True,54,High,Cleaned and Validated
fdbk101635,cust105671,2023-04-27,Training hot benefit apply poor.,3,App_Usability,True,32,Medium,Cleaned and Validated
fdbk101636,cust104663,2023-09-11,Adult together law unit mention anyone.,3,Transaction,True,39,Medium,Cleaned and Validated
fdbk101637,cust103112,2024-06-04,Two area soon sister close with send despite us white.,2,Transaction,True,54,Low,Cleaned and Validated
fdbk101638,cust102700,2023-08-10,Republican voice land include style certainly especially kind.,5,Transaction,True,62,High,Cleaned and Validated
fdbk101639,cust100476,2025-07-29,Total individual drop way class.,5,Transaction,False,32,High,Cleaned and Validated
fdbk101640,cust106520,2025-06-02,Concern Democrat better data everybody tend agree help woman.,1,Transaction,True,61,Low,Cleaned and Validated
fdbk101641,cust105575,2025-07-16,Federal evidence best clearly something girl drop.,5,Transaction,True,50,High,Cleaned and Validated
fdbk101642,cust107795,2021-11-14,Put arrive this just hard including wrong authority move.,4,Transaction,True,57,High,Cleaned and Validated
fdbk101643,cust102070,2025-04-06,Race step forget none everything field else reach five.,3,Transaction,True,55,Medium,Cleaned and Validated
fdbk101644,cust104331,2023-04-16,Maybe season range group live baby hold dark.,4,App_Usability,True,45,High,Cleaned and Validated
fdbk101645,cust109170,2024-01-16,Your tonight plan protect level economy early admit accept benefit.,3,Other,True,67,Medium,Cleaned and Validated
fdbk101646,cust108781,2024-12-26,We tend perform according soldier culture region there read subject.,4,Fraud,True,68,High,Cleaned and Validated
fdbk101647,cust101129,2025-06-27,Campaign capital safe soldier church difference win where matter generation plan.,4,App_Usability,True,81,High,Cleaned and Validated
fdbk101648,cust108937,2022-09-24,Market gun seven bag summer baby for surface.,4,Transaction,False,45,High,Cleaned and Validated
fdbk101649,cust105909,2023-01-09,Remain stop relationship week by or environmental success college democratic.,1,Transaction,True,77,Low,Cleaned and Validated
fdbk101650,cust100101,2023-08-11,Agree environmental treatment city build eight often while draw.,2,Transaction,False,64,Low,Cleaned and Validated
fdbk101651,cust108394,2025-04-03,Bad avoid town exist security daughter month police husband.,3,Transaction,True,60,Medium,Cleaned and Validated
fdbk101652,cust102480,2022-07-05,Sing responsibility TV picture teach play action easy the purpose.,4,Transaction,True,66,High,Cleaned and Validated
fdbk101653,cust103711,2022-08-13,Trip speak Mr foreign successful.,1,Transaction,True,33,Low,Cleaned and Validated
fdbk101654,cust102677,2025-04-20,Day growth particular including human.,1,Fraud,True,38,Low,Cleaned and Validated
fdbk101655,cust101324,2023-11-28,Half road key marriage subject.,5,App_Usability,True,31,High,Cleaned and Validated
fdbk101656,cust100772,2024-11-05,Major country pretty management way dream.,1,Other,True,42,Low,Cleaned and Validated
fdbk101657,cust105664,2023-09-29,Soon bit adult accept serve project.,4,Transaction,True,36,High,Cleaned and Validated
fdbk101658,cust108999,2021-08-13,Case plant away plant family.,4,App_Usability,True,29,High,Cleaned and Validated
fdbk101659,cust109422,2024-08-31,Low draw lay bill keep best yard resource.,5,Transaction,True,42,High,Cleaned and Validated
fdbk101660,cust108429,2025-01-26,Three everybody day identify center Mrs mission tell care beat particularly.,4,Other,False,76,High,Cleaned and Validated
fdbk101661,cust104088,2023-04-01,Service decide star point behavior.,3,Transaction,True,35,Medium,Cleaned and Validated
fdbk101662,cust107962,2025-01-19,Cost deal lawyer peace much early it tree like.,5,Fraud,True,47,High,Cleaned and Validated
fdbk101663,cust104129,2021-09-09,Cultural recent increase after long.,3,Transaction,True,36,Medium,Cleaned and Validated
fdbk101664,cust105904,2024-09-26,Yeah few exactly throughout head red response.,2,Transaction,True,46,Low,Cleaned and Validated
fdbk101665,cust104681,2025-05-06,Agency despite resource under after meet.,5,Other,False,41,High,Cleaned and Validated
fdbk101666,cust100215,2024-03-22,Girl tough item general fine entire network out.,3,Transaction,True,48,Medium,Cleaned and Validated
fdbk101667,cust108757,2024-08-28,Situation measure central relationship inside choose opportunity ten.,5,App_Usability,True,69,High,Cleaned and Validated
fdbk101668,cust106668,2025-05-09,Stuff yet campaign statement yeah inside own energy while well.,4,Fraud,True,63,High,Cleaned and Validated
fdbk101669,cust104253,2022-06-05,Share determine west me police Mr listen.,4,Transaction,True,41,High,Cleaned and Validated
fdbk101670,cust103223,2023-09-19,Executive class loss group kid protect benefit.,5,App_Usability,True,47,High,Cleaned and Validated
fdbk101671,cust101259,2025-02-23,Audience next what bar democratic minute important.,5,App_Usability,True,51,High,Cleaned and Validated
fdbk101672,cust107414,2024-08-07,Sign when model road crime well late other.,3,Fraud,True,43,Medium,Cleaned and Validated
fdbk101673,cust105792,2024-10-22,Factor start me east network attack information customer.,4,Other,True,57,High,Cleaned and Validated
fdbk101674,cust109932,2023-06-28,Speech some thousand account message tax term simple defense.,5,Transaction,True,61,High,Cleaned and Validated
fdbk101675,cust103211,2025-04-01,Cold yourself hit consumer manager area guy way capital avoid.,3,Transaction,True,62,Medium,Cleaned and Validated
fdbk101676,cust105665,2023-07-14,History run ball these how section hard edge exist.,5,Other,True,51,High,Cleaned and Validated
fdbk101677,cust107094,2024-03-01,Game member camera sister writer key attack agency management organization party.,3,Transaction,True,81,Medium,Cleaned and Validated
fdbk101678,cust109902,2022-05-01,Between free by form commercial building.,4,App_Usability,False,41,High,Cleaned and Validated
fdbk101679,cust103977,2024-02-22,Church specific reveal the activity environment fast.,1,Transaction,True,53,Low,Cleaned and Validated
fdbk101680,cust100147,2023-10-26,Maybe serve keep fill special.,3,Other,True,30,Medium,Cleaned and Validated
fdbk101681,cust109627,2025-07-18,Meet show reality official begin common worker drop or.,2,Fraud,True,55,Low,Cleaned and Validated
fdbk101682,cust104454,2025-04-28,Test sit personal assume his yeah since.,4,Fraud,True,40,High,Cleaned and Validated
fdbk101683,cust105969,2024-09-15,A evening culture support manager manage.,3,App_Usability,True,41,Medium,Cleaned and Validated
fdbk101684,cust106012,2022-07-13,Go might whose whom child approach call by listen.,1,Transaction,True,50,Low,Cleaned and Validated
fdbk101685,cust102615,2021-10-02,Law water box out name onto receive reality each.,4,Transaction,True,49,High,Cleaned and Validated
fdbk101686,cust105246,2022-02-16,Five the agent win however above military both air.,5,App_Usability,True,51,High,Cleaned and Validated
fdbk101687,cust103700,2022-10-22,Anyone sea end various sell send particularly cost.,5,Fraud,True,51,High,Cleaned and Validated
fdbk101688,cust107426,2023-03-15,Under there officer still rate.,5,Transaction,True,31,High,Cleaned and Validated
fdbk101689,cust109608,2023-04-03,Consider happen bring shoulder power possible heart stay political him.,5,App_Usability,True,71,High,Cleaned and Validated
fdbk101690,cust102379,2023-06-24,Short not impact drug can house simply look must.,5,Transaction,True,49,High,Cleaned and Validated
fdbk101691,cust105413,2024-10-26,Research young improve could share visit.,3,Transaction,True,41,Medium,Cleaned and Validated
fdbk101692,cust103440,2025-01-03,Skin prepare again rock.,4,Transaction,True,24,High,Cleaned and Validated
fdbk101693,cust109095,2025-02-24,Old learn lose professor smile person my test.,3,Transaction,True,46,Medium,Cleaned and Validated
fdbk101694,cust100690,2025-03-08,Oil truth inside draw start street young management.,5,App_Usability,True,52,High,Cleaned and Validated
fdbk101695,cust103768,2025-06-18,Collection task pass kid those join.,3,Transaction,True,36,Medium,Cleaned and Validated
fdbk101696,cust108807,2022-07-02,Minute because PM sea four voice style source society.,4,Fraud,True,54,High,Cleaned and Validated
fdbk101697,cust107883,2025-01-18,Dog court plant security guy blue.,5,App_Usability,True,34,High,Cleaned and Validated
fdbk101698,cust102813,2021-09-06,Morning cup address hold gas event Mrs.,4,Transaction,True,39,High,Cleaned and Validated
fdbk101699,cust106423,2025-01-12,When important customer look term agent town resource.,5,Transaction,True,54,High,Cleaned and Validated
fdbk101700,cust108801,2024-10-15,Common analysis expert sing write standard.,1,Other,True,43,Low,Cleaned and Validated
fdbk101701,cust103256,2024-09-24,Enter magazine second voice.,4,Fraud,True,28,High,Cleaned and Validated
fdbk101702,cust100173,2021-02-08,Thought condition throughout north send.,5,App_Usability,True,40,High,Cleaned and Validated
fdbk101703,cust105188,2025-05-31,Improve shoulder yourself anyone close keep then.,4,App_Usability,True,49,High,Cleaned and Validated
fdbk101704,cust107337,2025-04-02,Look room happen agree impact cover represent.,4,Transaction,True,46,High,Cleaned and Validated
fdbk101705,cust107245,2023-07-19,We place lose maybe difference structure method charge provide save.,4,Fraud,True,68,High,Cleaned and Validated
fdbk101706,cust102981,2025-07-15,Seek seat open hair fine.,5,Transaction,True,25,High,Cleaned and Validated
fdbk101707,cust108777,2025-07-27,Attention friend forward grow paper hope score girl.,3,App_Usability,False,52,Medium,Cleaned and Validated
fdbk101708,cust100499,2022-11-05,Everything former political suggest strategy between region society two.,3,Transaction,True,72,Medium,Cleaned and Validated
fdbk101709,cust102106,2024-09-25,Throughout tonight control land power top available law.,3,Other,True,56,Medium,Cleaned and Validated
fdbk101710,cust108574,2025-06-19,Later project add music line exactly agree conference debate.,5,Other,True,61,High,Cleaned and Validated
fdbk101711,cust103162,2025-07-04,Clear something beat a hot personal medical simply six.,2,App_Usability,True,55,Low,Cleaned and Validated
fdbk101712,cust107998,2025-03-31,Threat finally discuss easy serious ground attack street hotel.,3,Transaction,True,63,Medium,Cleaned and Validated
fdbk101713,cust104831,2025-07-16,Often give suffer represent hospital.,3,Transaction,True,37,Medium,Cleaned and Validated
fdbk101714,cust108116,2024-02-15,Event understand stage mean anything somebody not fall hard.,4,Transaction,True,60,High,Cleaned and Validated
fdbk101715,cust104954,2023-07-18,Show morning everybody final computer gun stop always through agree.,4,Other,True,68,High,Cleaned and Validated
fdbk101716,cust105386,2025-03-18,Benefit against exist value central several everything long future tonight.,2,Transaction,True,75,Low,Cleaned and Validated
fdbk101717,cust103422,2025-06-08,Crime baby scene response.,2,App_Usability,True,26,Low,Cleaned and Validated
fdbk101718,cust109569,2025-08-01,Consumer growth dog language.,3,App_Usability,True,29,Medium,Cleaned and Validated
fdbk101719,cust104651,2023-12-04,Quite religious own draw decide.,5,Transaction,True,32,High,Cleaned and Validated
fdbk101720,cust105427,2024-11-15,Who significant drug piece outside million tend its prevent open.,4,Transaction,True,65,High,Cleaned and Validated
fdbk101721,cust102940,2023-05-14,Affect myself would affect boy my to.,3,Other,True,37,Medium,Cleaned and Validated
fdbk101722,cust106619,2025-06-16,Although fight room catch necessary situation doctor prepare edge call run.,1,Other,False,75,Low,Cleaned and Validated
fdbk101723,cust103854,2023-04-20,Child strategy system drop identify part interesting.,4,Other,True,53,High,Cleaned and Validated
fdbk101724,cust102932,2025-01-04,Relationship be discussion city station shoulder.,5,App_Usability,True,49,High,Cleaned and Validated
fdbk101725,cust108531,2025-07-03,Significant too these available one investment town challenge.,5,Transaction,True,62,High,Cleaned and Validated
fdbk101726,cust102643,2025-02-19,My social involve month never study color ok structure seven.,4,Other,True,61,High,Cleaned and Validated
fdbk101727,cust106700,2024-01-29,Though eight find exactly.,5,Transaction,True,26,High,Cleaned and Validated
fdbk101728,cust106066,2025-07-06,Suddenly animal ball artist your teacher young interview how.,3,Other,True,61,Medium,Cleaned and Validated
fdbk101729,cust103913,2022-06-10,Project question whose six phone song.,4,Fraud,True,38,High,Cleaned and Validated
fdbk101730,cust105498,2022-05-11,Away program high though leg others direction.,3,Transaction,False,46,Medium,Cleaned and Validated
fdbk101731,cust102790,2025-04-10,Product evidence trial keep she officer.,5,App_Usability,False,40,High,Cleaned and Validated
fdbk101732,cust101597,2025-03-26,Management lawyer training reduce long yet.,2,Transaction,False,43,Low,Cleaned and Validated
fdbk101733,cust108465,2025-05-08,Congress study official stuff sometimes bit reality when prepare my.,3,Transaction,True,68,Medium,Cleaned and Validated
fdbk101734,cust106660,2024-07-05,Force often magazine former out method.,5,Other,True,39,High,Cleaned and Validated
fdbk101735,cust108843,2024-11-27,Choose seat economy employee open statement argue case degree yet.,5,Transaction,True,66,High,Cleaned and Validated
fdbk101736,cust101543,2024-12-18,House strategy above four kitchen the education evening force science.,5,Transaction,True,70,High,Cleaned and Validated
fdbk101737,cust106773,2023-01-25,Someone part five manage commercial just role in.,3,Transaction,True,49,Medium,Cleaned and Validated
fdbk101738,cust103121,2023-08-18,Focus right protect up begin point officer article.,5,Transaction,True,51,High,Cleaned and Validated
fdbk101739,cust109384,2025-02-02,Then hot sign eat listen from time since six.,2,Transaction,True,45,Low,Cleaned and Validated
fdbk101740,cust103324,2023-11-20,Enjoy series education way person know.,4,Fraud,True,39,High,Cleaned and Validated
fdbk101741,cust108033,2025-04-12,Hit dog little toward political red pattern large spring under car.,2,Transaction,True,67,Low,Cleaned and Validated
fdbk101742,cust108685,2024-08-26,Economy actually best song thank both stage I.,4,Transaction,True,46,High,Cleaned and Validated
fdbk101743,cust104326,2023-10-15,Room people these food hear able explain.,3,Fraud,False,41,Medium,Cleaned and Validated
fdbk101744,cust100341,2024-03-25,School I across herself find.,3,Other,True,29,Medium,Cleaned and Validated
fdbk101745,cust108942,2025-05-05,Understand seat responsibility human some character fire.,2,Transaction,True,57,Low,Cleaned and Validated
fdbk101746,cust107323,2023-12-04,Whom money issue thought we figure soon.,5,App_Usability,False,40,High,Cleaned and Validated
fdbk101747,cust100925,2025-01-15,Never experience himself song nature white space.,3,Transaction,False,49,Medium,Cleaned and Validated
fdbk101748,cust108797,2025-03-30,Room argue magazine wait anything ball everybody power.,5,App_Usability,True,55,High,Cleaned and Validated
fdbk101749,cust106216,2025-05-02,Think fly then eye above daughter position strategy up seat sea.,2,Transaction,False,64,Low,Cleaned and Validated
fdbk101750,cust106021,2024-07-28,Again walk do here move money.,4,Other,True,30,High,Cleaned and Validated
fdbk101751,cust104874,2024-01-28,Indeed likely important letter system effort.,4,Transaction,True,45,High,Cleaned and Validated
fdbk101752,cust107012,2022-09-20,Cost certain life see fast good enjoy during sign.,1,Other,True,50,Low,Cleaned and Validated
fdbk101753,cust100020,2023-04-20,Work indeed network care never fact stand Mrs certain.,4,Fraud,True,54,High,Cleaned and Validated
fdbk101754,cust103611,2024-10-26,Include artist act leg more prove because perhaps also but.,4,Transaction,True,59,High,Cleaned and Validated
fdbk101755,cust107992,2025-06-28,Leg without car six.,2,App_Usability,True,20,Low,Cleaned and Validated
fdbk101756,cust100238,2025-05-25,Sea call term country step.,5,Transaction,True,27,High,Cleaned and Validated
fdbk101757,cust102255,2024-03-06,Generation it morning represent moment adult security.,5,Transaction,True,54,High,Cleaned and Validated
fdbk101758,cust104658,2024-05-01,Network either address realize Congress value around former will area source.,4,Transaction,True,77,High,Cleaned and Validated
fdbk101759,cust100149,2023-12-11,Understand billion over institution leader forget matter.,4,Other,True,57,High,Cleaned and Validated
fdbk101760,cust100864,2025-01-16,Thank minute born tend policy born sure most order door.,5,Other,True,56,High,Cleaned and Validated
fdbk101761,cust106412,2025-04-28,Though themselves kid hot add present pay left thing goal.,5,Transaction,True,58,High,Cleaned and Validated
fdbk101762,cust108055,2025-04-04,Office wrong character note room agency official evening.,5,Transaction,True,57,High,Cleaned and Validated
fdbk101763,cust100179,2021-11-06,Company difficult beat certain probably color instead style five.,4,Fraud,True,65,High,Cleaned and Validated
fdbk101764,cust106541,2024-03-16,New daughter growth identify shake.,5,Transaction,True,35,High,Cleaned and Validated
fdbk101765,cust105132,2024-07-02,Kitchen writer hear leave he sit.,5,Transaction,True,33,High,Cleaned and Validated
fdbk101766,cust108224,2024-04-12,Rise I of morning use always little second.,2,Transaction,True,43,Low,Cleaned and Validated
fdbk101767,cust108953,2024-06-24,Themselves rich view price owner reach player foreign employee.,5,Other,True,63,High,Cleaned and Validated
fdbk101768,cust101860,2025-05-23,Hour plant participant professional can majority provide hour but measure.,3,Other,False,74,Medium,Cleaned and Validated
fdbk101769,cust104445,2025-03-03,Imagine mind five hit school price TV safe yes.,1,App_Usability,True,47,Low,Cleaned and Validated
fdbk101770,cust101783,2023-10-13,Region lose reflect upon security bad take size century pretty.,4,Fraud,True,63,High,Cleaned and Validated
fdbk101771,cust106717,2024-03-12,Reflect discussion if possible little around begin market guy.,1,Fraud,True,62,Low,Cleaned and Validated
fdbk101772,cust106808,2025-04-11,Front nice police throughout painting over.,4,App_Usability,True,43,High,Cleaned and Validated
fdbk101773,cust109725,2024-04-17,Either picture administration stop couple yeah than reason.,3,Transaction,True,59,Medium,Cleaned and Validated
fdbk101774,cust101565,2025-07-25,Everything summer loss list half five.,4,Fraud,True,38,High,Cleaned and Validated
fdbk101775,cust107043,2024-08-29,Own contain now plant suggest region bill thought keep.,4,Transaction,True,55,High,Cleaned and Validated
fdbk101776,cust103993,2023-04-30,Father race beautiful food step just staff second Mrs.,5,Fraud,True,54,High,Cleaned and Validated
fdbk101777,cust106831,2025-02-24,Paper trip which outside song little customer.,4,Transaction,True,46,High,Cleaned and Validated
fdbk101778,cust105215,2024-09-15,Plant specific none wife class expect grow admit animal sing.,4,Transaction,True,61,High,Cleaned and Validated
fdbk101779,cust101387,2025-01-11,Week deep bit condition skin.,5,Fraud,True,29,High,Cleaned and Validated
fdbk101780,cust108012,2025-02-07,Fast machine school song radio recently party.,4,Transaction,True,46,High,Cleaned and Validated
fdbk101781,cust103121,2025-05-31,We both hair network fast speech property stay forward rather.,5,Transaction,True,62,High,Cleaned and Validated
fdbk101782,cust101176,2024-09-06,Difference third result full check rock degree apply better.,3,App_Usability,True,60,Medium,Cleaned and Validated
fdbk101783,cust101938,2023-04-25,Stand never entire natural forward.,3,Transaction,True,35,Medium,Cleaned and Validated
fdbk101784,cust109391,2023-02-19,Kid article visit gun prepare TV production Republican.,1,Transaction,True,55,Low,Cleaned and Validated
fdbk101785,cust105936,2024-03-16,Particularly certainly nor individual risk threat chair.,4,Transaction,False,56,High,Cleaned and Validated
fdbk101786,cust100341,2023-06-16,Weight set upon trade himself interview hold eye.,5,Transaction,True,49,High,Cleaned and Validated
fdbk101787,cust102435,2023-05-06,Position term trade report scientist officer wall say.,4,Fraud,True,54,High,Cleaned and Validated
fdbk101788,cust109354,2025-07-22,Skin she a use fine though society.,5,Transaction,False,35,High,Cleaned and Validated
fdbk101789,cust104827,2023-12-10,Turn actually example mouth beautiful reflect.,2,Transaction,True,46,Low,Cleaned and Validated
fdbk101790,cust106083,2023-08-08,Partner full Republican unit the factor suggest really include.,2,Other,True,63,Low,Cleaned and Validated
fdbk101791,cust109915,2024-06-22,Each might decide himself where or gas ask.,5,Transaction,True,43,High,Cleaned and Validated
fdbk101792,cust108960,2025-08-03,Order visit past catch such.,4,Other,False,28,High,Cleaned and Validated
fdbk101793,cust102973,2023-08-27,Form break follow new.,2,Other,True,22,Low,Cleaned and Validated
fdbk101794,cust100603,2025-03-24,Dinner forward life throughout case.,3,Other,True,36,Medium,Cleaned and Validated
fdbk101795,cust104903,2025-05-10,News situation about level wish small.,5,Other,True,38,High,Cleaned and Validated
fdbk101796,cust101071,2025-06-24,Visit single discover story boy draw any already commercial.,4,Transaction,True,60,High,Cleaned and Validated
fdbk101797,cust102045,2025-05-31,Popular real try as without.,5,App_Usability,True,28,High,Cleaned and Validated
fdbk101798,cust100351,2023-04-02,Middle while already third management apply most worry note.,5,Other,True,60,High,Cleaned and Validated
fdbk101799,cust104838,2021-04-10,Enjoy property population particular identify rule tell.,3,Transaction,True,56,Medium,Cleaned and Validated
fdbk101800,cust103697,2025-08-04,Market raise entire father impact certain memory quite can she.,3,Other,True,63,Medium,Cleaned and Validated
fdbk101801,cust107847,2024-09-01,Plan one wonder happen find simple senior lose president.,3,Transaction,True,57,Medium,Cleaned and Validated
fdbk101802,cust106480,2021-11-05,Low rock yard between guy wait early performance over.,1,App_Usability,True,54,Low,Cleaned and Validated
fdbk101803,cust105115,2024-08-11,Item event dark traditional yourself top people talk yard language.,3,Fraud,True,67,Medium,Cleaned and Validated
fdbk101804,cust109284,2025-06-25,According ahead as a chair change today boy glass rich.,4,App_Usability,True,55,High,Cleaned and Validated
fdbk101805,cust104077,2024-04-25,End tough total better indeed.,1,Transaction,True,30,Low,Cleaned and Validated
fdbk101806,cust106289,2025-04-12,Important serious add former bag.,4,Transaction,False,33,High,Cleaned and Validated
fdbk101807,cust102556,2025-01-30,Good wife enough way speech defense first risk well.,1,Transaction,True,52,Low,Cleaned and Validated
fdbk101808,cust107366,2025-07-10,War reason tend edge seem.,4,Transaction,True,26,High,Cleaned and Validated
fdbk101809,cust106435,2021-03-01,Call create mind organization say concern page left.,5,Transaction,True,52,High,Cleaned and Validated
fdbk101810,cust109727,2024-12-24,Cover drive offer third tend.,4,Transaction,False,29,High,Cleaned and Validated
fdbk101811,cust104588,2022-10-22,Part Mrs process administration at wall likely interest budget note.,5,Transaction,False,68,High,Cleaned and Validated
fdbk101812,cust101979,2025-08-05,Run edge family include spring music moment assume find near.,5,App_Usability,True,61,High,Cleaned and Validated
fdbk101813,cust106338,2023-06-21,Green soldier between new season none evening.,3,App_Usability,True,46,Medium,Cleaned and Validated
fdbk101814,cust106659,2024-10-24,Opportunity president before certainly shake light.,4,Transaction,True,51,High,Cleaned and Validated
fdbk101815,cust101667,2024-10-22,Into chair couple agree chair finish explain light impact.,5,Transaction,True,58,High,Cleaned and Validated
fdbk101816,cust109219,2025-08-05,Mention eat cover your situation garden instead safe run theory.,4,Transaction,True,64,High,Cleaned and Validated
fdbk101817,cust100801,2025-08-03,Up deep direction special between possible language.,3,Transaction,False,52,Medium,Cleaned and Validated
fdbk101818,cust105175,2024-06-03,Listen sister about yard within near investment.,4,Other,True,48,High,Cleaned and Validated
fdbk101819,cust106382,2024-12-03,Challenge boy stay oil add sound most.,5,App_Usability,True,38,High,Cleaned and Validated
fdbk101820,cust107590,2025-04-13,Evening never indeed act concern important despite food whether.,1,Other,True,64,Low,Cleaned and Validated
fdbk101821,cust109946,2024-12-12,Tell seek another remember ability why single.,3,Transaction,True,46,Medium,Cleaned and Validated
fdbk101822,cust101499,2025-05-05,Artist government change particular lay natural property finish add be.,5,Transaction,True,71,High,Cleaned and Validated
fdbk101823,cust103718,2023-12-24,Dark television maybe project school language.,4,Transaction,True,46,High,Cleaned and Validated
fdbk101824,cust104896,2022-11-18,Bank practice difference eat talk candidate under.,5,App_Usability,True,50,High,Cleaned and Validated
fdbk101825,cust105070,2024-11-04,Meet especially begin investment meet stay across.,5,Other,True,50,High,Cleaned and Validated
fdbk101826,cust103681,2025-03-12,President yard recently leader decide training this expect marriage.,3,Other,True,68,Medium,Cleaned and Validated
fdbk101827,cust103513,2024-12-07,Subject return trouble vote seat form.,5,Other,True,38,High,Cleaned and Validated
fdbk101828,cust101150,2023-03-28,Deal former back truth middle management game thank man memory.,3,App_Usability,True,63,Medium,Cleaned and Validated
fdbk101829,cust107901,2023-09-20,Network defense moment until music large understand speak effort kid.,5,App_Usability,True,69,High,Cleaned and Validated
fdbk101830,cust107212,2023-12-18,Ok available professor pretty.,3,Fraud,True,30,Medium,Cleaned and Validated
fdbk101831,cust107108,2023-03-22,Left strategy medical certain certain plant reach key state.,5,Transaction,True,60,High,Cleaned and Validated
fdbk101832,cust100606,2024-05-15,Throw look glass mission beat foreign federal worry modern.,4,Transaction,True,59,High,Cleaned and Validated
fdbk101833,cust102540,2023-06-25,Read several join ok unit particularly book whose view.,4,Transaction,True,55,High,Cleaned and Validated
fdbk101834,cust101443,2025-04-22,Middle change when head end low.,5,Other,True,32,High,Cleaned and Validated
fdbk101835,cust102127,2025-04-18,Item note toward former you military per member large hand.,2,App_Usability,True,59,Low,Cleaned and Validated
fdbk101836,cust105998,2022-07-01,Morning center himself become she prepare hope subject political.,2,App_Usability,True,65,Low,Cleaned and Validated
fdbk101837,cust106294,2024-12-22,Change mind far well magazine entire build call perhaps read.,2,App_Usability,False,61,Low,Cleaned and Validated
fdbk101838,cust104751,2024-06-10,Fill bill specific maybe.,4,Fraud,True,25,High,Cleaned and Validated
fdbk101839,cust105126,2024-02-07,Decade blood specific station no remember describe same design.,3,App_Usability,True,63,Medium,Cleaned and Validated
fdbk101840,cust105825,2025-05-08,Ground parent reality happen walk commercial name gun.,3,App_Usability,True,54,Medium,Cleaned and Validated
fdbk101841,cust104420,2025-08-01,Computer usually may kitchen agency series throughout end group born reduce.,5,Transaction,True,76,High,Cleaned and Validated
fdbk101842,cust100317,2022-10-14,Three speak detail card myself will probably door.,1,Transaction,True,50,Low,Cleaned and Validated
fdbk101843,cust102210,2025-08-02,Win hundred speak behavior maintain affect.,1,Fraud,True,43,Low,Cleaned and Validated
fdbk101844,cust106662,2022-10-13,Floor arrive number white civil bank walk artist happy end.,2,App_Usability,True,59,Low,Cleaned and Validated
fdbk101845,cust107127,2024-02-28,Store although cost win early ok figure respond hour impact.,5,Transaction,True,60,High,Cleaned and Validated
fdbk101846,cust104965,2025-02-19,Likely deep if continue case court drive remember.,4,Transaction,True,50,High,Cleaned and Validated
fdbk101847,cust103191,2025-07-21,Deep reflect page chair anyone writer.,3,Transaction,True,38,Medium,Cleaned and Validated
fdbk101848,cust100357,2024-11-23,Group walk machine test up most professor.,5,Other,True,42,High,Cleaned and Validated
fdbk101849,cust108995,2023-09-17,Soon maintain age soldier state garden maintain chance whose buy.,4,Transaction,True,65,High,Cleaned and Validated
