alert_id,transaction_id,alert_type,alert_date,resolved,resolution_date,remarks,resolution_time_days,cleaning_status
alert124419,txn10024419,Suspicious_Login,2025-11-04 02:48:54,False,,Section group do body night.,,Cleaned and Validated
alert164926,txn10064926,Suspicious_Login,2025-11-04 09:12:48,True,2025-11-04 09:12:48,Environment her none lead today system.,0.0,Cleaned and Validated
alert136187,txn10036187,Unusual_Amount,2025-11-04 06:26:18,True,2025-11-04 06:26:18,Left director goal election teacher size get.,0.0,Cleaned and Validated
alert108893,txn10008893,Unusual_Amount,2025-11-04 04:30:42,True,2025-11-04 04:30:42,Garden current station recognize.,0.0,Cleaned and Validated
alert173477,txn10073477,Unusual_Time,,True,,Physical himself five shoulder knowledge participant push.,,Cleaned and Validated
alert111902,txn10011902,Suspicious_Login,,True,,Itself eat attack again administration respond now.,,Cleaned and Validated
alert183820,txn10083820,Unusual_Amount,2025-11-04 23:09:48,True,2025-11-04 23:09:48,Create thus former establish line tough list.,0.0,Cleaned and Validated
alert113447,txn10013447,Suspicious_Login,,True,,Billion discuss size movie phone onto.,,Cleaned and Validated
alert180474,txn10080474,Suspicious_Login,,True,,Report alone class experience set for challenge talk.,,Cleaned and Validated
alert129085,txn10029085,Unusual_Time,,True,,Maybe show matter former.,,Cleaned and Validated
alert159031,txn10059031,Suspicious_Login,2025-11-04 03:31:06,True,2025-11-04 03:31:06,Learn never would dog room pressure.,0.0,Cleaned and Validated
alert119424,txn10019424,Unusual_Amount,,True,,Analysis standard day fall.,,Cleaned and Validated
alert177682,txn10077682,Unusual_Time,,True,,Consumer forward beyond interesting I land point.,,Cleaned and Validated
alert110820,txn10010820,Frequent_Failure,,True,,Through in anything tonight heart.,,Cleaned and Validated
alert111508,txn10011508,Frequent_Failure,,True,,Them suggest current last.,,Cleaned and Validated
alert146921,txn10046921,Suspicious_Login,,True,,Write light black.,,Cleaned and Validated
alert102059,txn10002059,Unusual_Amount,,True,,Particular resource find hundred summer.,,Cleaned and Validated
alert104171,txn10004171,Frequent_Failure,2025-11-04 05:43:54,True,2025-11-04 06:42:06,Key often matter.,0.0,Cleaned and Validated
alert137112,txn10037112,Unusual_Amount,,False,,Author image tonight member artist change.,,Cleaned and Validated
alert107931,txn10007931,Suspicious_Login,2025-11-04 15:21:24,True,2025-11-04 15:21:24,Once letter church.,0.0,Cleaned and Validated
alert187209,txn10087209,Unusual_Time,2025-11-04 20:16:06,True,2025-11-04 20:16:06,Pretty save interest.,0.0,Cleaned and Validated
alert161886,txn10061886,Frequent_Failure,,True,,Gas again because story relate idea that.,,Cleaned and Validated
alert187837,txn10087837,Unusual_Time,,False,,Consider campaign top even great under.,,Cleaned and Validated
alert155722,txn10055722,Suspicious_Login,,True,,Note drive city particular.,,Cleaned and Validated
alert149897,txn10049897,Suspicious_Login,,True,,Spend still bed always almost consider speech.,,Cleaned and Validated
alert145545,txn10045545,Suspicious_Login,,True,,Be affect recent wish use.,,Cleaned and Validated
alert117766,txn10017766,Frequent_Failure,,True,,Become business them where.,,Cleaned and Validated
alert185451,txn10085451,Unusual_Amount,2025-11-04 06:51:12,True,2025-11-04 06:51:12,Change card boy edge.,0.0,Cleaned and Validated
alert151600,txn10051600,Frequent_Failure,,True,,Wait listen it commercial more already book.,,Cleaned and Validated
alert153736,txn10053736,Unusual_Time,2025-11-04 20:29:48,True,2025-11-04 20:29:48,Yeah second campaign money watch age.,0.0,Cleaned and Validated
alert166751,txn10066751,Unusual_Time,,True,,Painting if manage yard much.,,Cleaned and Validated
alert118418,txn10018418,Suspicious_Login,,True,,Any understand involve fight pick eight art list.,,Cleaned and Validated
alert190296,txn10090296,Frequent_Failure,,True,,Serve continue full add administration fine few.,,Cleaned and Validated
alert165713,txn10065713,Unusual_Amount,,True,,Hope my fear anything college.,,Cleaned and Validated
alert125352,txn10025352,Unusual_Time,,False,,Deal policy phone budget huge family almost.,,Cleaned and Validated
alert103474,txn10003474,Unusual_Time,,True,,Certainly she then itself including media five worker.,,Cleaned and Validated
alert188701,txn10088701,Unusual_Time,,True,,Goal member provide save investment benefit.,,Cleaned and Validated
alert159515,txn10059515,Unusual_Amount,2025-11-04 17:05:06,True,2025-11-04 17:05:06,Guess office growth.,0.0,Cleaned and Validated
alert155888,txn10055888,Unusual_Time,,True,,Trip western list quickly bag continue campaign often.,,Cleaned and Validated
alert158088,txn10058088,Frequent_Failure,2025-11-04 00:58:12,True,2025-11-04 00:58:12,Any foreign national.,0.0,Cleaned and Validated
alert154976,txn10054976,Unusual_Amount,2025-11-04 15:21:42,True,2025-11-04 15:21:42,Field their on hold friend yourself deep.,0.0,Cleaned and Validated
alert109086,txn10009086,Unusual_Time,2025-11-04 19:09:54,True,2025-11-04 19:09:54,Avoid politics check chair trip.,0.0,Cleaned and Validated
alert123177,txn10023177,Suspicious_Login,,True,,Lawyer either feeling owner cover from.,,Cleaned and Validated
alert190855,txn10090855,Suspicious_Login,,True,,East measure toward finally well action.,,Cleaned and Validated
alert119441,txn10019441,Unusual_Amount,2025-11-04 17:48:36,True,2025-11-04 17:48:36,Something image nation suggest general people.,0.0,Cleaned and Validated
alert161010,txn10061010,Unusual_Time,2025-11-04 09:05:18,True,2025-11-04 09:05:18,Story special table.,0.0,Cleaned and Validated
alert190308,txn10090308,Suspicious_Login,2025-11-04 00:42:24,True,2025-11-04 00:42:24,Ask enjoy so difference.,0.0,Cleaned and Validated
alert153724,txn10053724,Suspicious_Login,2025-11-04 03:48:00,True,2025-11-04 03:48:00,Season executive cup enjoy feeling develop them.,0.0,Cleaned and Validated
alert163532,txn10063532,Unusual_Amount,,True,,Event expect somebody eat.,,Cleaned and Validated
alert148068,txn10048068,Unusual_Time,,True,,Yard smile machine thought evidence capital wrong.,,Cleaned and Validated
alert117329,txn10017329,Suspicious_Login,,True,,Form light every among financial.,,Cleaned and Validated
alert103780,txn10003780,Unusual_Amount,2025-11-04 03:14:54,True,2025-11-04 03:14:54,For leave least point finally many.,0.0,Cleaned and Validated
alert116693,txn10016693,Unusual_Time,,True,,Part consumer relationship camera light.,,Cleaned and Validated
alert178180,txn10078180,Frequent_Failure,,True,,Pm drive word significant.,,Cleaned and Validated
alert154453,txn10054453,Unusual_Time,,True,,Can accept glass.,,Cleaned and Validated
alert169675,txn10069675,Suspicious_Login,2025-11-04 00:16:48,True,2025-11-04 00:16:48,Indicate example important ahead.,0.0,Cleaned and Validated
alert156597,txn10056597,Unusual_Time,,True,,Who somebody professional leader.,,Cleaned and Validated
alert106868,txn10006868,Frequent_Failure,,True,,Stay capital determine better force beautiful draw.,,Cleaned and Validated
alert105353,txn10005353,Unusual_Amount,2025-11-04 03:06:12,True,2025-11-04 03:06:12,Product turn budget.,0.0,Cleaned and Validated
alert100570,txn10000570,Unusual_Amount,2025-11-04 03:30:36,True,2025-11-04 03:30:36,Seek relate activity.,0.0,Cleaned and Validated
alert196078,txn10096078,Unusual_Amount,,True,,Not company give above available cup cell.,,Cleaned and Validated
alert127285,txn10027285,Unusual_Amount,,True,,Sense maintain agree eye stop.,,Cleaned and Validated
alert175424,txn10075424,Unusual_Time,,True,,Time thought offer along.,,Cleaned and Validated
alert100574,txn10000574,Unusual_Time,2025-11-04 13:25:24,False,,Worry political your industry machine.,,Cleaned and Validated
alert145788,txn10045788,Frequent_Failure,,True,,Media ability knowledge music reduce without discover.,,Cleaned and Validated
alert158280,txn10058280,Frequent_Failure,2025-11-04 12:34:54,True,2025-11-04 12:34:54,Theory rule increase.,0.0,Cleaned and Validated
alert131879,txn10031879,Frequent_Failure,2025-11-04 08:51:12,True,2025-11-04 08:51:12,Once behind similar try professor.,0.0,Cleaned and Validated
alert150081,txn10050081,Suspicious_Login,2025-11-04 00:29:18,True,2025-11-04 00:29:18,Possible claim have hard.,0.0,Cleaned and Validated
alert141376,txn10041376,Suspicious_Login,,True,,Eye worry level carry.,,Cleaned and Validated
alert138030,txn10038030,Frequent_Failure,,True,,Idea white eight course radio thus population.,,Cleaned and Validated
alert155255,txn10055255,Suspicious_Login,2025-11-04 08:33:06,True,2025-11-04 08:33:06,Today role when area next.,0.0,Cleaned and Validated
alert185298,txn10085298,Unusual_Amount,,True,,Never fast job top.,,Cleaned and Validated
alert103363,txn10003363,Unusual_Amount,,True,,Situation adult himself security federal face speech station.,,Cleaned and Validated
alert113997,txn10013997,Unusual_Time,,True,,City risk want black up.,,Cleaned and Validated
alert160776,txn10060776,Unusual_Amount,2025-11-04 14:21:42,True,2025-11-04 14:21:42,Small respond usually south doctor everyone.,0.0,Cleaned and Validated
alert177181,txn10077181,Frequent_Failure,2025-11-04 17:41:36,True,2025-11-04 17:41:36,Star decide begin three.,0.0,Cleaned and Validated
alert130916,txn10030916,Unusual_Amount,2025-11-04 03:37:06,True,2025-11-04 03:37:06,Forget manager wait including special part worry.,0.0,Cleaned and Validated
alert150237,txn10050237,Suspicious_Login,,True,,Beautiful home stand moment campaign action west.,,Cleaned and Validated
alert117988,txn10017988,Unusual_Amount,,True,,Hundred get face four paper cut summer.,,Cleaned and Validated
alert190695,txn10090695,Frequent_Failure,2025-11-04 07:41:06,True,2025-11-04 07:41:06,Discover friend individual term health contain.,0.0,Cleaned and Validated
alert151213,txn10051213,Suspicious_Login,2025-11-04 08:54:36,True,2025-11-04 08:54:36,Since gas million factor good remain.,0.0,Cleaned and Validated
alert178634,txn10078634,Unusual_Amount,,True,,Mission view some leg record.,,Cleaned and Validated
alert106665,txn10006665,Unusual_Time,,True,,Pay stock writer customer interview president pretty.,,Cleaned and Validated
alert191273,txn10091273,Unusual_Amount,2025-11-04 12:30:24,False,,Science region physical civil stock feeling.,,Cleaned and Validated
alert120332,txn10020332,Unusual_Amount,2025-11-04 10:44:18,True,2025-11-04 10:44:18,Right research local difficult.,0.0,Cleaned and Validated
alert134388,txn10034388,Unusual_Amount,,True,,Teacher could situation sound.,,Cleaned and Validated
alert199077,txn10099077,Suspicious_Login,,True,,Year heavy mission force spring establish.,,Cleaned and Validated
alert174805,txn10074805,Unusual_Time,2025-11-04 07:16:42,True,2025-11-04 07:16:42,Deep just candidate reflect old.,0.0,Cleaned and Validated
alert123213,txn10023213,Unusual_Amount,2025-11-04 10:24:36,True,2025-11-04 10:24:36,Support little collection east.,0.0,Cleaned and Validated
alert107161,txn10007161,Unusual_Time,,True,,Around name case themselves from old ready.,,Cleaned and Validated
alert176905,txn10076905,Frequent_Failure,,True,,Dark too billion.,,Cleaned and Validated
alert109270,txn10009270,Frequent_Failure,,False,,Foot thus thousand air vote civil stage.,,Cleaned and Validated
alert186446,txn10086446,Unusual_Amount,2025-11-04 14:30:24,True,2025-11-04 14:30:24,With wonder couple sometimes treatment best.,0.0,Cleaned and Validated
alert123712,txn10023712,Suspicious_Login,,True,,Reach throughout interesting official rather ahead to.,,Cleaned and Validated
alert178582,txn10078582,Unusual_Amount,,False,,Reflect lose hotel.,,Cleaned and Validated
alert168979,txn10068979,Unusual_Amount,,True,,Each radio gun tax would population get.,,Cleaned and Validated
alert116054,txn10016054,Unusual_Time,2025-11-04 20:25:00,True,2025-11-04 20:25:00,Career me practice finish.,0.0,Cleaned and Validated
alert184634,txn10084634,Frequent_Failure,,True,,Charge form possible probably.,,Cleaned and Validated
alert137456,txn10037456,Unusual_Amount,2025-11-04 22:36:48,True,2025-11-04 22:36:48,Way another end force since he however cold.,0.0,Cleaned and Validated
alert197705,txn10097705,Unusual_Amount,2025-11-04 15:56:24,False,,Chance recent street poor language.,,Cleaned and Validated
alert121416,txn10021416,Unusual_Time,,True,,Individual when finish ready across no investment.,,Cleaned and Validated
alert197167,txn10097167,Unusual_Time,2025-11-04 15:49:36,True,2025-11-04 15:49:36,Crime similar hold knowledge who.,0.0,Cleaned and Validated
alert164082,txn10064082,Unusual_Amount,2025-11-04 13:59:18,True,2025-11-04 13:59:18,Or budget act soon church war parent begin.,0.0,Cleaned and Validated
alert169127,txn10069127,Unusual_Time,2025-11-04 22:54:00,True,2025-11-04 22:54:00,Economy build improve serve half responsibility go power.,0.0,Cleaned and Validated
alert110136,txn10010136,Unusual_Time,,True,,Interesting rule agency while west white discuss.,,Cleaned and Validated
alert111624,txn10011624,Frequent_Failure,2025-11-04 03:51:30,False,,Recent task bill radio member behavior.,,Cleaned and Validated
alert149758,txn10049758,Unusual_Time,,True,,Must window truth.,,Cleaned and Validated
alert117205,txn10017205,Unusual_Time,,True,,Fine suddenly win always.,,Cleaned and Validated
alert148115,txn10048115,Frequent_Failure,,True,,Back fight form tough relationship particularly.,,Cleaned and Validated
alert185557,txn10085557,Suspicious_Login,2025-11-04 07:06:24,True,2025-11-04 07:06:24,Born stand moment.,0.0,Cleaned and Validated
alert157567,txn10057567,Suspicious_Login,2025-11-04 13:29:00,True,2025-11-04 13:29:00,Might power mouth station know.,0.0,Cleaned and Validated
alert186009,txn10086009,Unusual_Amount,,True,2025-11-04 06:42:06,Physical matter certainly stage.,,Cleaned and Validated
alert122657,txn10022657,Unusual_Amount,,True,,Court smile politics environmental wear.,,Cleaned and Validated
alert115027,txn10015027,Suspicious_Login,2025-11-04 23:54:54,True,2025-11-04 23:54:54,List not office amount later war maybe.,0.0,Cleaned and Validated
alert194128,txn10094128,Unusual_Amount,2025-11-04 07:45:24,True,2025-11-04 07:45:24,General property model rule hour detail.,0.0,Cleaned and Validated
alert122732,txn10022732,Unusual_Amount,2025-11-04 15:20:30,True,2025-11-04 15:20:30,Begin foot wind determine rise recognize five.,0.0,Cleaned and Validated
alert147013,txn10047013,Suspicious_Login,2025-11-04 07:09:18,True,2025-11-04 07:09:18,Image senior feeling compare box.,0.0,Cleaned and Validated
alert181749,txn10081749,Suspicious_Login,,True,,If mean same new region full certain.,,Cleaned and Validated
alert165157,txn10065157,Suspicious_Login,,True,,I because certain during what.,,Cleaned and Validated
alert123250,txn10023250,Frequent_Failure,2025-11-04 01:09:18,True,2025-11-04 01:09:18,Economy hundred sister public.,0.0,Cleaned and Validated
alert153182,txn10053182,Unusual_Amount,,True,,Test many standard fact dark.,,Cleaned and Validated
alert122843,txn10022843,Frequent_Failure,,True,,Family thing eye exactly issue low any.,,Cleaned and Validated
alert100427,txn10000427,Frequent_Failure,,True,,Answer effort least.,,Cleaned and Validated
alert142171,txn10042171,Unusual_Time,,False,,National then despite wide.,,Cleaned and Validated
alert116409,txn10016409,Unusual_Time,2025-11-04 17:08:42,True,2025-11-04 17:08:42,Whatever just tend state.,0.0,Cleaned and Validated
alert155768,txn10055768,Unusual_Amount,,True,2025-11-04 06:42:06,Together phone until economic always political middle.,,Cleaned and Validated
alert181323,txn10081323,Unusual_Time,2025-11-04 06:42:30,True,2025-11-04 06:42:30,Myself director quickly season day yes.,0.0,Cleaned and Validated
alert172404,txn10072404,Frequent_Failure,,True,,Nation organization standard up father care site war.,,Cleaned and Validated
alert144678,txn10044678,Unusual_Amount,,True,,Box amount budget democratic like.,,Cleaned and Validated
alert100737,txn10000737,Unusual_Time,2025-11-04 19:04:00,True,2025-11-04 19:04:00,Structure common like director.,0.0,Cleaned and Validated
alert134919,txn10034919,Unusual_Time,,True,,Project risk vote who.,,Cleaned and Validated
alert118858,txn10018858,Frequent_Failure,2025-11-04 14:52:18,True,2025-11-04 14:52:18,Continue protect forward.,0.0,Cleaned and Validated
alert126114,txn10026114,Suspicious_Login,,True,,That city third size.,,Cleaned and Validated
alert184839,txn10084839,Unusual_Amount,,True,,Important situation back produce share member.,,Cleaned and Validated
alert165181,txn10065181,Unusual_Time,2025-11-04 23:48:48,False,,Must as model.,,Cleaned and Validated
alert175996,txn10075996,Frequent_Failure,2025-11-04 06:46:36,True,2025-11-04 06:46:36,Outside coach write.,0.0,Cleaned and Validated
alert130393,txn10030393,Unusual_Amount,2025-11-04 06:06:30,True,2025-11-04 06:06:30,Respond find determine state energy choice forward.,0.0,Cleaned and Validated
alert142180,txn10042180,Unusual_Time,,False,,Increase deep bed recognize sound society fish.,,Cleaned and Validated
alert116186,txn10016186,Unusual_Amount,,True,,Behavior world rich care.,,Cleaned and Validated
alert159001,txn10059001,Suspicious_Login,2025-11-04 19:57:42,True,2025-11-04 19:57:42,Sea by indicate another.,0.0,Cleaned and Validated
alert191206,txn10091206,Unusual_Time,2025-11-04 20:39:48,True,2025-11-04 20:39:48,Work what take here work.,0.0,Cleaned and Validated
alert150106,txn10050106,Suspicious_Login,2025-11-04 09:16:42,True,2025-11-04 09:16:42,Myself network score race near live however.,0.0,Cleaned and Validated
alert196646,txn10096646,Suspicious_Login,2025-11-04 12:47:48,False,,Beat sense produce station leader national space human.,,Cleaned and Validated
alert177464,txn10077464,Unusual_Time,,False,,Safe father side teacher.,,Cleaned and Validated
alert196588,txn10096588,Frequent_Failure,,True,,Possible special just.,,Cleaned and Validated
alert127859,txn10027859,Frequent_Failure,,True,,Sound dream walk institution particularly.,,Cleaned and Validated
alert141594,txn10041594,Suspicious_Login,2025-11-04 02:24:24,True,2025-11-04 02:24:24,Meet share many carry.,0.0,Cleaned and Validated
alert122586,txn10022586,Unusual_Amount,,False,,Blood official him yet let fly fire.,,Cleaned and Validated
alert115347,txn10015347,Unusual_Amount,2025-11-04 21:22:30,False,,Generation last Mr available draw.,,Cleaned and Validated
alert103720,txn10003720,Suspicious_Login,2025-11-04 09:44:30,True,2025-11-04 09:44:30,Remain second something bit.,0.0,Cleaned and Validated
alert112606,txn10012606,Frequent_Failure,,True,,Laugh garden more thousand important myself.,,Cleaned and Validated
alert166287,txn10066287,Frequent_Failure,,True,2025-11-04 06:42:06,Power watch audience very realize knowledge benefit alone.,,Cleaned and Validated
alert100067,txn10000067,Suspicious_Login,,True,,Hard direction none team.,,Cleaned and Validated
alert175949,txn10075949,Frequent_Failure,2025-11-04 23:04:42,True,2025-11-04 23:04:42,Customer officer amount newspaper program read will themselves.,0.0,Cleaned and Validated
alert198235,txn10098235,Unusual_Amount,2025-11-04 06:26:18,True,2025-11-04 06:26:18,Thought become manager develop ok.,0.0,Cleaned and Validated
alert165754,txn10065754,Unusual_Time,,False,,Mother new call along more drug out within.,,Cleaned and Validated
alert184946,txn10084946,Suspicious_Login,,True,,Successful water money ten girl dark.,,Cleaned and Validated
alert146554,txn10046554,Unusual_Amount,,True,,Act water age scientist commercial drive.,,Cleaned and Validated
alert174103,txn10074103,Unusual_Time,,True,,Must environment apply international however learn.,,Cleaned and Validated
alert123554,txn10023554,Frequent_Failure,,False,,Sing discussion always avoid though.,,Cleaned and Validated
alert169105,txn10069105,Unusual_Time,,True,,Television sea finally scene daughter blood responsibility.,,Cleaned and Validated
alert145498,txn10045498,Suspicious_Login,,True,,Tonight create bad support.,,Cleaned and Validated
alert106335,txn10006335,Unusual_Time,2025-11-04 12:42:48,True,2025-11-04 12:42:48,Result agreement maybe model sister able.,0.0,Cleaned and Validated
alert181183,txn10081183,Unusual_Amount,2025-11-04 10:10:36,True,2025-11-04 10:10:36,Owner live this visit book manager.,0.0,Cleaned and Validated
alert181739,txn10081739,Frequent_Failure,,True,,Sell after bit.,,Cleaned and Validated
alert150912,txn10050912,Unusual_Amount,,False,,Experience improve pick less.,,Cleaned and Validated
alert123023,txn10023023,Unusual_Time,2025-11-04 03:51:54,True,2025-11-04 03:51:54,Size despite hotel society enter crime affect family.,0.0,Cleaned and Validated
alert175213,txn10075213,Unusual_Amount,,True,,Level significant agreement work author eat step.,,Cleaned and Validated
alert174256,txn10074256,Unusual_Time,,True,,Western impact smile second play might become.,,Cleaned and Validated
alert122083,txn10022083,Suspicious_Login,,False,,Set health force memory discussion live too.,,Cleaned and Validated
alert151198,txn10051198,Unusual_Time,,True,,Knowledge project type kind high debate.,,Cleaned and Validated
alert138509,txn10038509,Frequent_Failure,2025-11-04 03:03:00,True,2025-11-04 03:03:00,Leg side bag society something country upon.,0.0,Cleaned and Validated
alert130440,txn10030440,Unusual_Amount,2025-11-04 05:23:30,True,2025-11-04 05:23:30,Tax business them leave not.,0.0,Cleaned and Validated
alert128543,txn10028543,Unusual_Amount,,True,,Involve him wrong wait large likely especially big.,,Cleaned and Validated
alert172063,txn10072063,Frequent_Failure,2025-11-04 16:04:36,True,2025-11-04 16:04:36,Use front push arrive environment.,0.0,Cleaned and Validated
alert195746,txn10095746,Frequent_Failure,2025-11-04 12:46:30,True,2025-11-04 12:46:30,Organization talk action business fight plan such bank.,0.0,Cleaned and Validated
alert153511,txn10053511,Frequent_Failure,2025-11-04 14:55:48,True,2025-11-04 14:55:48,American people thank fire will seven.,0.0,Cleaned and Validated
alert154139,txn10054139,Suspicious_Login,,True,,Blue time very right.,,Cleaned and Validated
alert104165,txn10004165,Suspicious_Login,,True,,Head fear main include.,,Cleaned and Validated
alert178322,txn10078322,Frequent_Failure,2025-11-04 14:59:12,False,,Real know expect institution.,,Cleaned and Validated
alert179455,txn10079455,Unusual_Time,2025-11-04 11:54:12,False,,Important develop someone result audience trade theory eight.,,Cleaned and Validated
alert158011,txn10058011,Suspicious_Login,,True,,Rather choice guess laugh.,,Cleaned and Validated
alert137495,txn10037495,Unusual_Amount,,True,,Age purpose expert wonder house ahead send.,,Cleaned and Validated
alert167774,txn10067774,Frequent_Failure,,True,,Give begin response one wife trouble successful.,,Cleaned and Validated
alert107726,txn10007726,Unusual_Time,,True,,Writer health risk start foot serious.,,Cleaned and Validated
alert185598,txn10085598,Unusual_Time,,True,,Morning smile door.,,Cleaned and Validated
alert158360,txn10058360,Suspicious_Login,,True,,Final what nearly wife first and range.,,Cleaned and Validated
alert118885,txn10018885,Frequent_Failure,2025-11-04 22:21:30,True,2025-11-04 22:21:30,Address field go shake amount throughout old.,0.0,Cleaned and Validated
alert136496,txn10036496,Unusual_Time,,True,,Low will water her ever official.,,Cleaned and Validated
alert108605,txn10008605,Unusual_Amount,2025-11-04 01:08:36,True,2025-11-04 01:08:36,Produce ground energy world be talk.,0.0,Cleaned and Validated
alert182621,txn10082621,Frequent_Failure,2025-11-04 03:00:54,True,2025-11-04 03:00:54,Only upon near look meet road safe.,0.0,Cleaned and Validated
alert126659,txn10026659,Unusual_Time,,True,,Education though skill be price.,,Cleaned and Validated
alert160110,txn10060110,Unusual_Amount,,True,,Mother Congress if continue choice behind.,,Cleaned and Validated
alert137926,txn10037926,Unusual_Amount,,True,,International resource up view herself fall of.,,Cleaned and Validated
alert136658,txn10036658,Unusual_Time,,True,,Boy create none.,,Cleaned and Validated
alert174274,txn10074274,Frequent_Failure,2025-11-04 21:48:48,True,2025-11-04 21:48:48,Despite however civil speak life.,0.0,Cleaned and Validated
alert167859,txn10067859,Suspicious_Login,,True,,Determine until claim affect keep.,,Cleaned and Validated
alert167861,txn10067861,Unusual_Amount,,True,,Generation recently method or turn against lot.,,Cleaned and Validated
alert118230,txn10018230,Unusual_Time,,True,,Mention sit thought full explain.,,Cleaned and Validated
alert157286,txn10057286,Unusual_Amount,,False,,Practice glass nation sign thus ten positive make.,,Cleaned and Validated
alert135728,txn10035728,Suspicious_Login,2025-11-04 18:47:18,False,,Industry herself order Congress individual property better mother.,,Cleaned and Validated
alert146752,txn10046752,Suspicious_Login,,True,,Hundred project goal bag community natural.,,Cleaned and Validated
alert199648,txn10099648,Unusual_Amount,,True,,By lead compare feeling father.,,Cleaned and Validated
alert153399,txn10053399,Unusual_Time,,True,,Cost production range lead forget quality.,,Cleaned and Validated
alert192899,txn10092899,Unusual_Time,,True,,Anyone cost best hour already list.,,Cleaned and Validated
alert170493,txn10070493,Unusual_Time,,True,,Feeling hair health trade her them far always.,,Cleaned and Validated
alert133899,txn10033899,Frequent_Failure,2025-11-04 23:56:54,True,2025-11-04 23:56:54,Interest a every modern.,0.0,Cleaned and Validated
alert101915,txn10001915,Frequent_Failure,,True,,Operation hour box plant.,,Cleaned and Validated
alert111690,txn10011690,Suspicious_Login,2025-11-04 01:33:00,True,2025-11-04 01:33:00,Management hundred its.,0.0,Cleaned and Validated
alert106676,txn10006676,Unusual_Amount,2025-11-04 10:02:48,True,2025-11-04 10:02:48,Risk rock always last get pattern.,0.0,Cleaned and Validated
alert117478,txn10017478,Frequent_Failure,2025-11-04 05:48:12,True,2025-11-04 05:48:12,Reveal program as check.,0.0,Cleaned and Validated
alert108151,txn10008151,Unusual_Amount,,True,,Most what child want.,,Cleaned and Validated
alert171881,txn10071881,Unusual_Amount,,False,,Successful center such stand door religious.,,Cleaned and Validated
alert124415,txn10024415,Unusual_Time,,True,,Ability against member purpose.,,Cleaned and Validated
alert123182,txn10023182,Suspicious_Login,2025-11-04 02:36:00,True,2025-11-04 02:36:00,Plan hard claim moment surface.,0.0,Cleaned and Validated
alert195374,txn10095374,Frequent_Failure,2025-11-04 09:26:00,False,,Green window development worker himself computer.,,Cleaned and Validated
alert167446,txn10067446,Suspicious_Login,,True,,Easy bit green loss number his social.,,Cleaned and Validated
alert187889,txn10087889,Suspicious_Login,,True,,Fish a wonder apply computer.,,Cleaned and Validated
alert163553,txn10063553,Unusual_Time,,True,,Down although member if property.,,Cleaned and Validated
alert104353,txn10004353,Suspicious_Login,2025-11-04 19:44:00,True,2025-11-04 19:44:00,Use reveal senior start way star either Republican.,0.0,Cleaned and Validated
alert163657,txn10063657,Frequent_Failure,,True,,Senior country spring drug experience pull moment suggest.,,Cleaned and Validated
alert104935,txn10004935,Unusual_Amount,,False,,None me professional soon unit.,,Cleaned and Validated
alert152936,txn10052936,Frequent_Failure,,True,,Get start if arrive compare hundred before.,,Cleaned and Validated
alert150453,txn10050453,Unusual_Amount,,False,,Suffer mission per goal.,,Cleaned and Validated
alert177226,txn10077226,Unusual_Time,2025-11-04 21:15:12,True,2025-11-04 21:15:12,Often again traditional because.,0.0,Cleaned and Validated
alert167448,txn10067448,Suspicious_Login,,False,,Statement often later important every wind.,,Cleaned and Validated
alert122376,txn10022376,Suspicious_Login,,True,,Card rock sound model team.,,Cleaned and Validated
alert127701,txn10027701,Frequent_Failure,2025-11-04 04:28:48,True,2025-11-04 04:28:48,Deep film market show win already.,0.0,Cleaned and Validated
alert160474,txn10060474,Frequent_Failure,2025-11-04 22:41:12,False,,Drug draw city picture.,,Cleaned and Validated
alert110772,txn10010772,Unusual_Amount,2025-11-04 11:03:18,True,2025-11-04 11:03:18,He yet another level.,0.0,Cleaned and Validated
alert108807,txn10008807,Unusual_Time,,True,,Own act beautiful hope spring she body listen.,,Cleaned and Validated
alert121525,txn10021525,Frequent_Failure,,True,,Executive base occur ask trip memory.,,Cleaned and Validated
alert128504,txn10028504,Suspicious_Login,2025-11-04 22:54:18,True,2025-11-04 22:54:18,During left speech family.,0.0,Cleaned and Validated
alert177316,txn10077316,Unusual_Amount,,True,,Other quality know mouth.,,Cleaned and Validated
alert136930,txn10036930,Frequent_Failure,,True,,Reduce sign money the significant.,,Cleaned and Validated
alert163012,txn10063012,Suspicious_Login,2025-11-04 00:01:42,True,2025-11-04 00:01:42,Indicate analysis member throughout.,0.0,Cleaned and Validated
alert123743,txn10023743,Unusual_Time,2025-11-04 11:56:48,True,2025-11-04 11:56:48,Fund hear something them consider movement them.,0.0,Cleaned and Validated
alert172887,txn10072887,Suspicious_Login,2025-11-04 23:53:30,True,2025-11-04 23:53:30,Of pass goal fill bill.,0.0,Cleaned and Validated
alert176940,txn10076940,Frequent_Failure,,True,,Friend page agent improve.,,Cleaned and Validated
alert121706,txn10021706,Suspicious_Login,2025-11-04 19:40:36,True,2025-11-04 19:40:36,Lead tonight dream become fall leave.,0.0,Cleaned and Validated
alert138744,txn10038744,Unusual_Amount,,True,,Police could recognize yard discussion value near.,,Cleaned and Validated
alert127556,txn10027556,Suspicious_Login,,True,,Music break continue present class rock organization man.,,Cleaned and Validated
alert142594,txn10042594,Unusual_Time,,True,,Would research program play trouble size.,,Cleaned and Validated
alert153793,txn10053793,Frequent_Failure,2025-11-04 21:19:12,False,,Growth suffer science enough short network.,,Cleaned and Validated
